date,aircraftid,sensor_mean_value,flighthours,delayedminutes,flightcycles,label
2013-03-17,XY-RRQ,24.481174602671945,3.550000000000000000,27.000000000000000000,1.000000000000000000,0
2016-07-24,XY-PGD,61.67321507648149,2.433333333333330000,34.000000000000000000,1.000000000000000000,1
2015-06-01,XY-YCV,26.411537586060966,3.733333333333330000,16.000000000000000000,1.000000000000000000,0
2013-10-08,XY-IOW,25.788545333765786,3.616666666666670000,23.000000000000000000,1.000000000000000000,0
2013-10-05,XY-RRQ,63.44717881609743,2.716666666666670000,17.000000000000000000,1.000000000000000000,1
2012-06-19,XY-YCV,29.35802479794627,0.733333333333333000,16.000000000000000000,1.000000000000000000,0
2014-02-15,XY-JQE,61.8538358104594,3.350000000000000000,39.000000000000000000,1.000000000000000000,1
2014-02-18,XY-GOJ,24.403076101956252,1.416666666666670000,35.000000000000000000,1.000000000000000000,0
2015-06-01,XY-GOJ,22.54178516342524,3.400000000000000000,36.000000000000000000,1.000000000000000000,0
2012-03-01,XY-LOL,64.1163092359453,3.866666666666670000,8.000000000000000000,1.000000000000000000,0
2014-02-18,XY-YBT,26.162145785249848,3.733333333333330000,16.000000000000000000,1.000000000000000000,0
2015-10-24,XY-PGD,26.413281776706512,1.883333333333330000,7.000000000000000000,1.000000000000000000,0
2010-09-20,XY-SFN,61.89927523704468,2.550000000000000000,27.000000000000000000,1.000000000000000000,1
2013-03-18,XY-OZX,62.03259033597521,3.416666666666670000,35.000000000000000000,2.000000000000000000,1
2013-03-18,XY-OZX,62.03259033597521,3.416666666666670000,35.000000000000000000,2.000000000000000000,1
2016-06-10,XY-AZQ,61.68516212851264,0.900000000000000000,6.000000000000000000,1.000000000000000000,1
2012-03-08,XY-AZQ,23.165312710682606,1.883333333333330000,7.000000000000000000,1.000000000000000000,0
2014-02-19,XY-RRQ,27.75547141004388,1.700000000000000000,18.000000000000000000,1.000000000000000000,0
2014-10-28,XY-SHM,64.65321772993049,0.650000000000000000,21.000000000000000000,1.000000000000000000,0
2016-07-30,XY-PGD,61.08094088702589,2.716666666666670000,17.000000000000000000,1.000000000000000000,1
2013-10-08,XY-JQE,27.176312513985188,5.166666666666670000,50.000000000000000000,2.000000000000000000,0
2013-03-19,XY-YBT,28.933569497394455,9.850000000000000000,69.000000000000000000,3.000000000000000000,0
2011-06-21,XY-IOW,59.854037379349,2.833333333333330000,10.000000000000000000,1.000000000000000000,1
2012-06-14,XY-YJU,26.172274772053104,8.283333333333330000,43.000000000000000000,3.000000000000000000,0
2012-11-12,XY-KWW,27.438574968731785,7.633333333333330000,22.000000000000000000,2.000000000000000000,0
2013-07-04,XY-YCV,28.18147359141158,3.416666666666670000,35.000000000000000000,1.000000000000000000,0
2013-07-05,XY-OQQ,63.655056031289014,2.950000000000000000,3.000000000000000000,1.000000000000000000,1
2012-03-07,XY-LOL,63.88435624398513,1.600000000000000000,24.000000000000000000,1.000000000000000000,1
2012-03-07,XY-LOL,63.88435624398513,1.600000000000000000,24.000000000000000000,1.000000000000000000,1
2015-11-28,XY-BDC,24.69133361901148,3.650000000000000000,21.000000000000000000,1.000000000000000000,0
2010-09-23,XY-PGD,30.2981342215634,1.383333333333330000,37.000000000000000000,1.000000000000000000,0
2013-07-01,XY-OQQ,62.35877759452561,10.283333333333300000,43.000000000000000000,3.000000000000000000,1
2015-10-24,XY-GOJ,29.467080907739785,2.750000000000000000,15.000000000000000000,1.000000000000000000,0
2011-06-18,XY-YCV,62.82252996477578,2.383333333333330000,37.000000000000000000,2.000000000000000000,1
2012-11-05,XY-SFN,66.28932879980198,4.600000000000000000,24.000000000000000000,2.000000000000000000,0
2010-02-27,XY-PGD,24.629908910511467,0.583333333333333000,25.000000000000000000,1.000000000000000000,0
2012-11-12,XY-IOW,26.828998102512383,2.766666666666670000,14.000000000000000000,2.000000000000000000,0
2011-06-15,XY-IOW,64.92094727533569,4.800000000000000000,12.000000000000000000,2.000000000000000000,1
2015-11-28,XY-RRQ,26.171004470332146,1.333333333333330000,40.000000000000000000,2.000000000000000000,0
2012-10-15,XY-PGD,28.587279086072478,3.550000000000000000,27.000000000000000000,1.000000000000000000,0
2016-09-10,XY-BDC,25.023198389999227,0.983333333333333000,1.000000000000000000,1.000000000000000000,0
2014-02-18,XY-RRQ,26.949509427462395,2.800000000000000000,12.000000000000000000,1.000000000000000000,0
2015-10-08,XY-AZQ,63.84048476170168,1.983333333333330000,1.000000000000000000,1.000000000000000000,1
2012-06-19,XY-POE,24.450090328307287,3.500000000000000000,30.000000000000000000,1.000000000000000000,0
2014-07-24,XY-OZX,26.941499393105833,3.350000000000000000,39.000000000000000000,2.000000000000000000,0
2013-03-19,XY-RRQ,25.13609303954671,3.950000000000000000,3.000000000000000000,1.000000000000000000,0
2015-10-11,XY-WYW,28.326196965423403,2.550000000000000000,27.000000000000000000,1.000000000000000000,0
2013-10-08,XY-NIO,27.23080313410869,6.383333333333330000,37.000000000000000000,2.000000000000000000,0
2014-12-03,XY-SFN,67.36301300329617,0.400000000000000000,36.000000000000000000,1.000000000000000000,1
2016-09-07,XY-OZX,65.8869158206692,0.783333333333333000,13.000000000000000000,1.000000000000000000,1
2012-09-11,XY-SHM,27.677963165595497,6.300000000000000000,42.000000000000000000,2.000000000000000000,0
2016-07-29,XY-NIO,27.24514616344924,1.633333333333330000,22.000000000000000000,1.000000000000000000,0
2010-09-23,XY-YBT,27.65622428691903,2.616666666666670000,23.000000000000000000,1.000000000000000000,0
2015-05-28,XY-SFN,65.81112354645396,1.933333333333330000,4.000000000000000000,1.000000000000000000,1
2012-10-08,XY-IOW,60.44608911354036,1.633333333333330000,22.000000000000000000,1.000000000000000000,0
2014-07-20,XY-FFT,62.854037379349016,2.866666666666670000,8.000000000000000000,1.000000000000000000,1
2013-07-04,XY-KWW,28.679012398973132,4.133333333333330000,52.000000000000000000,2.000000000000000000,0
2012-06-20,XY-LOL,65.65808070838523,4.300000000000000000,42.000000000000000000,2.000000000000000000,1
2013-10-09,XY-YCV,27.87642885424957,2.900000000000000000,6.000000000000000000,1.000000000000000000,0
2010-09-23,XY-RRQ,26.19599553623606,1.083333333333330000,55.000000000000000000,2.000000000000000000,0
2010-09-17,XY-SFN,62.96469586380402,4.933333333333330000,64.000000000000000000,3.000000000000000000,0
2012-06-19,XY-RRQ,31.44743358218066,0.550000000000000000,27.000000000000000000,1.000000000000000000,0
2012-11-13,XY-SFN,61.93445785539934,2.383333333333330000,37.000000000000000000,1.000000000000000000,1
2016-07-29,XY-POE,29.217485378609524,0.350000000000000000,39.000000000000000000,1.000000000000000000,0
2015-07-12,XY-LOL,62.83068907679461,1.616666666666670000,23.000000000000000000,1.000000000000000000,1
2016-07-29,XY-BDC,28.71763067981153,4.383333333333330000,37.000000000000000000,2.000000000000000000,0
2014-11-05,XY-SHM,61.84151884560185,2.483333333333330000,31.000000000000000000,1.000000000000000000,1
2014-12-12,XY-OZX,29.29435527152658,0.916666666666667000,5.000000000000000000,1.000000000000000000,0
2012-11-12,XY-SHM,21.519281838409146,2.316666666666670000,41.000000000000000000,2.000000000000000000,0
2012-06-14,XY-POE,61.39167883724235,1.350000000000000000,39.000000000000000000,1.000000000000000000,1
2013-03-17,XY-IOW,25.403076101956252,3.266666666666670000,44.000000000000000000,2.000000000000000000,0
2015-07-17,XY-JQE,24.472092240978846,0.533333333333333000,28.000000000000000000,1.000000000000000000,0
2016-07-29,XY-RRQ,26.113281953587745,1.500000000000000000,30.000000000000000000,1.000000000000000000,0
2010-02-27,XY-POE,30.192370511249692,1.400000000000000000,36.000000000000000000,1.000000000000000000,0
2012-09-11,XY-LOL,25.323695474190703,0.500000000000000000,30.000000000000000000,1.000000000000000000,0
2015-07-17,XY-IOW,27.039684508945946,3.400000000000000000,36.000000000000000000,1.000000000000000000,0
2012-03-04,XY-LOL,61.448543459980684,0.633333333333333000,22.000000000000000000,1.000000000000000000,1
2011-06-20,XY-NIO,25.68172022123765,1.433333333333330000,34.000000000000000000,1.000000000000000000,0
2011-06-18,XY-IOW,61.71792624895679,4.750000000000000000,15.000000000000000000,2.000000000000000000,1
2013-09-20,XY-LOL,26.95268302077862,6.800000000000000000,72.000000000000000000,3.000000000000000000,0
2014-10-31,XY-SHM,65.01086344532509,0.450000000000000000,33.000000000000000000,1.000000000000000000,1
2014-12-03,XY-LOL,29.266518306900974,1.483333333333330000,31.000000000000000000,1.000000000000000000,0
2012-10-16,XY-IOW,59.7782012019798,2.516666666666670000,29.000000000000000000,2.000000000000000000,1
2014-02-18,XY-NIO,25.44212087858069,1.616666666666670000,23.000000000000000000,1.000000000000000000,0
2010-09-23,XY-BDC,27.45931644722197,2.483333333333330000,31.000000000000000000,1.000000000000000000,0
2012-03-08,XY-OZX,28.01963082389284,3.733333333333330000,16.000000000000000000,1.000000000000000000,0
2015-07-17,XY-WYW,25.217485378609524,0.350000000000000000,39.000000000000000000,1.000000000000000000,0
2010-09-08,XY-LOL,65.2754907053352,2.433333333333330000,34.000000000000000000,1.000000000000000000,1
2011-06-20,XY-YJU,26.92882889851037,3.466666666666670000,32.000000000000000000,1.000000000000000000,0
2015-07-17,XY-FFT,26.60736018432592,2.816666666666670000,11.000000000000000000,1.000000000000000000,0
2013-10-08,XY-YCV,26.767373575380052,2.483333333333330000,31.000000000000000000,1.000000000000000000,0
2015-10-24,XY-SHM,27.560932372456804,0.850000000000000000,9.000000000000000000,1.000000000000000000,0
2013-09-17,XY-KWW,62.136880069772964,1.833333333333330000,10.000000000000000000,1.000000000000000000,1
2014-11-04,XY-LOL,25.544545053548127,2.716666666666670000,17.000000000000000000,1.000000000000000000,0
2015-10-21,XY-YBT,65.53190342743763,3.450000000000000000,33.000000000000000000,1.000000000000000000,1
2015-10-11,XY-SFN,24.51808598482859,3.900000000000000000,66.000000000000000000,2.000000000000000000,0
2016-06-13,XY-AZQ,67.6362602537938,0.533333333333333000,28.000000000000000000,1.000000000000000000,1
2012-06-14,XY-YBT,25.021962318048175,3.133333333333330000,52.000000000000000000,2.000000000000000000,0
2015-06-01,XY-FFT,28.489295448135103,5.133333333333330000,52.000000000000000000,2.000000000000000000,0
2016-09-10,XY-OQQ,29.40307610195625,1.466666666666670000,32.000000000000000000,1.000000000000000000,0
2014-12-04,XY-FFT,26.506906554967614,6.716666666666670000,17.000000000000000000,2.000000000000000000,0
2010-02-27,XY-YJU,28.629908910511467,1.700000000000000000,18.000000000000000000,1.000000000000000000,0
2012-09-13,XY-GOJ,61.88091177127996,0.583333333333333000,25.000000000000000000,1.000000000000000000,0
2013-10-08,XY-GOJ,26.58476662497569,3.816666666666670000,11.000000000000000000,1.000000000000000000,0
2014-07-25,XY-FFT,63.90737259759438,5.683333333333330000,79.000000000000000000,3.000000000000000000,1
2015-10-25,XY-GOJ,25.68005886515635,2.750000000000000000,15.000000000000000000,1.000000000000000000,0
2010-11-18,XY-IOW,65.1116938807297,5.183333333333330000,49.000000000000000000,2.000000000000000000,1
2016-07-29,XY-GOJ,22.71491571733139,1.533333333333330000,28.000000000000000000,1.000000000000000000,0
2010-09-23,XY-NIO,22.763490409126312,0.466666666666667000,32.000000000000000000,1.000000000000000000,0
2012-06-16,XY-LOL,63.795322317157286,2.566666666666670000,26.000000000000000000,1.000000000000000000,1
2012-06-16,XY-LOL,63.795322317157286,2.566666666666670000,26.000000000000000000,1.000000000000000000,1
2013-03-17,XY-SHM,23.51808598482859,2.533333333333330000,28.000000000000000000,1.000000000000000000,0
2012-06-14,XY-YCV,25.654589746988957,6.283333333333330000,43.000000000000000000,3.000000000000000000,0
2015-10-25,XY-YBT,60.05812622009615,2.750000000000000000,15.000000000000000000,1.000000000000000000,1
2014-02-18,XY-POE,27.881364542080558,6.800000000000000000,12.000000000000000000,2.000000000000000000,0
2015-06-01,XY-IOW,27.64382277226678,3.983333333333330000,1.000000000000000000,1.000000000000000000,0
2015-10-12,XY-AZQ,60.859109003553016,3.416666666666670000,35.000000000000000000,1.000000000000000000,1
2015-10-11,XY-RRQ,24.672472918243617,6.216666666666670000,47.000000000000000000,2.000000000000000000,0
2014-11-04,XY-OZX,27.544545053548124,5.433333333333330000,34.000000000000000000,2.000000000000000000,0
2014-02-18,XY-OQQ,30.23588817881644,0.933333333333333000,4.000000000000000000,1.000000000000000000,0
2013-07-04,XY-OZX,23.311982399374962,4.583333333333330000,25.000000000000000000,2.000000000000000000,0
2014-12-12,XY-IOW,26.40522540118007,6.866666666666670000,68.000000000000000000,2.000000000000000000,0
2012-10-16,XY-SHM,25.070471757200377,0.783333333333333000,13.000000000000000000,1.000000000000000000,0
2014-10-29,XY-SHM,65.23901605785049,2.700000000000000000,18.000000000000000000,1.000000000000000000,0
2015-07-11,XY-LOL,61.35269135277944,1.433333333333330000,34.000000000000000000,1.000000000000000000,0
2016-09-10,XY-IOW,24.98003955185053,6.250000000000000000,45.000000000000000000,3.000000000000000000,0
2010-11-10,XY-IOW,63.45915117555863,2.450000000000000000,33.000000000000000000,1.000000000000000000,0
2013-03-20,XY-OZX,61.07446258715314,3.733333333333330000,16.000000000000000000,1.000000000000000000,1
2015-10-11,XY-YCV,26.51808598482859,2.533333333333330000,28.000000000000000000,1.000000000000000000,0
2016-09-03,XY-OZX,63.53163095972234,1.366666666666670000,38.000000000000000000,1.000000000000000000,0
2014-12-12,XY-KWW,27.66351044492756,3.783333333333330000,13.000000000000000000,1.000000000000000000,0
2013-03-17,XY-OZX,24.11959977175793,4.383333333333330000,37.000000000000000000,2.000000000000000000,1
2013-03-17,XY-OZX,24.11959977175793,4.383333333333330000,37.000000000000000000,2.000000000000000000,1
2012-05-05,XY-YBT,25.835566255065398,9.016666666666670000,59.000000000000000000,3.000000000000000000,0
2010-09-12,XY-SHM,25.432443277926634,3.750000000000000000,15.000000000000000000,1.000000000000000000,0
2016-07-29,XY-AZQ,23.83987854734863,0.633333333333333000,22.000000000000000000,1.000000000000000000,0
2016-06-12,XY-IOW,24.046396779998457,0.916666666666667000,5.000000000000000000,1.000000000000000000,0
2012-06-15,XY-POE,61.487778982081785,2.900000000000000000,66.000000000000000000,2.000000000000000000,1
2015-07-17,XY-LOL,63.953105583813446,3.866666666666670000,68.000000000000000000,2.000000000000000000,1
2013-03-14,XY-OZX,62.58176988532801,3.016666666666670000,59.000000000000000000,2.000000000000000000,1
2013-03-14,XY-OZX,62.58176988532801,3.016666666666670000,59.000000000000000000,2.000000000000000000,1
2015-06-01,XY-SHM,25.181611831859495,5.216666666666670000,47.000000000000000000,2.000000000000000000,1
2013-03-12,XY-BDC,62.911646736669496,1.533333333333330000,28.000000000000000000,1.000000000000000000,1
2014-02-19,XY-JQE,61.118538173552096,2.983333333333330000,1.000000000000000000,1.000000000000000000,1
2013-07-04,XY-SHM,26.510048032935117,6.566666666666670000,26.000000000000000000,2.000000000000000000,0
2014-11-04,XY-SHM,65.28682554752741,2.716666666666670000,17.000000000000000000,1.000000000000000000,1
2012-05-05,XY-YCV,26.075363609605823,2.500000000000000000,30.000000000000000000,2.000000000000000000,0
2010-09-11,XY-LOL,62.9332376574033,2.750000000000000000,15.000000000000000000,1.000000000000000000,1
2014-07-22,XY-FFT,62.3673209404469,2.483333333333330000,31.000000000000000000,1.000000000000000000,1
2016-07-29,XY-FFT,26.48325534458731,1.666666666666670000,20.000000000000000000,1.000000000000000000,0
2014-12-12,XY-PGD,24.524611840536025,1.716666666666670000,17.000000000000000000,1.000000000000000000,0
2013-09-18,XY-KWW,63.64760880275493,1.033333333333330000,58.000000000000000000,2.000000000000000000,1
2013-07-31,XY-BDC,65.80251083608015,0.383333333333333000,37.000000000000000000,1.000000000000000000,1
2012-06-15,XY-YBT,20.219624277776415,0.650000000000000000,21.000000000000000000,1.000000000000000000,0
2016-09-10,XY-SFN,24.763750918227405,0.783333333333333000,13.000000000000000000,1.000000000000000000,0
2010-02-26,XY-BDC,64.1163092359453,4.866666666666670000,8.000000000000000000,2.000000000000000000,1
2014-12-03,XY-JQE,27.44941600283475,3.400000000000000000,36.000000000000000000,2.000000000000000000,0
2012-05-03,XY-BDC,63.16386878869665,0.950000000000000000,3.000000000000000000,1.000000000000000000,1
2012-03-05,XY-LOL,63.74994737778717,2.933333333333330000,4.000000000000000000,1.000000000000000000,1
2015-11-28,XY-OZX,27.498553013961754,3.800000000000000000,12.000000000000000000,1.000000000000000000,0
2016-09-10,XY-OZX,61.1569820651383,3.933333333333330000,4.000000000000000000,1.000000000000000000,1
2010-09-24,XY-SFN,61.938694376220994,2.516666666666670000,29.000000000000000000,1.000000000000000000,1
2015-06-01,XY-OZX,27.826503886028675,7.050000000000000000,57.000000000000000000,2.000000000000000000,0
2015-05-26,XY-SFN,61.89433175266477,3.416666666666670000,35.000000000000000000,1.000000000000000000,0
2014-12-12,XY-YCV,28.439523677799045,1.683333333333330000,19.000000000000000000,1.000000000000000000,0
2014-12-03,XY-FFT,28.447132126567126,3.583333333333330000,25.000000000000000000,1.000000000000000000,0
2015-10-11,XY-AZQ,59.987848895937624,4.233333333333330000,46.000000000000000000,2.000000000000000000,1
2013-10-08,XY-YJU,29.59618525562485,0.833333333333333000,10.000000000000000000,1.000000000000000000,0
2015-07-17,XY-SFN,25.84496480427478,4.933333333333330000,64.000000000000000000,2.000000000000000000,0
2015-10-11,XY-KWW,26.09965885224541,5.083333333333330000,55.000000000000000000,3.000000000000000000,1
2014-11-04,XY-FFT,26.883065814579723,0.916666666666667000,5.000000000000000000,1.000000000000000000,0
2013-07-27,XY-BDC,62.806520269356604,0.433333333333333000,34.000000000000000000,1.000000000000000000,1
2015-10-24,XY-YCV,24.453971421462207,2.883333333333330000,7.000000000000000000,1.000000000000000000,0
2010-11-17,XY-WYW,23.99219520117204,2.866666666666670000,8.000000000000000000,1.000000000000000000,0
2013-07-04,XY-OQQ,59.93933977171145,2.733333333333330000,76.000000000000000000,2.000000000000000000,1
2010-09-24,XY-WYW,25.401492847623828,3.950000000000000000,3.000000000000000000,1.000000000000000000,0
2010-02-28,XY-BDC,64.64956621885463,0.383333333333333000,37.000000000000000000,1.000000000000000000,1
2011-06-17,XY-AZQ,31.44743358218066,0.566666666666667000,26.000000000000000000,1.000000000000000000,0
2015-05-25,XY-SFN,62.32288088990759,2.483333333333330000,31.000000000000000000,1.000000000000000000,0
2012-09-12,XY-GOJ,60.987928241609566,3.600000000000000000,24.000000000000000000,1.000000000000000000,1
2013-07-31,XY-GOJ,26.916927445193515,2.766666666666670000,74.000000000000000000,2.000000000000000000,0
2011-06-17,XY-KWW,30.61300316901528,0.583333333333333000,25.000000000000000000,1.000000000000000000,0
2011-06-16,XY-YCV,64.3575592372189,1.533333333333330000,28.000000000000000000,1.000000000000000000,1
2012-03-06,XY-LOL,63.13590922562709,5.066666666666670000,56.000000000000000000,2.000000000000000000,1
2010-11-17,XY-AZQ,25.6473909483814,5.850000000000000000,69.000000000000000000,3.000000000000000000,0
2013-07-31,XY-YBT,22.658094245475787,1.433333333333330000,34.000000000000000000,1.000000000000000000,0
2012-10-15,XY-RRQ,24.43479545756181,4.283333333333330000,43.000000000000000000,2.000000000000000000,0
2013-03-19,XY-OZX,61.957712800837285,3.366666666666670000,38.000000000000000000,1.000000000000000000,1
2011-06-20,XY-WYW,28.996655131910924,1.433333333333330000,34.000000000000000000,1.000000000000000000,0
2014-10-30,XY-SHM,64.65816014386628,2.350000000000000000,39.000000000000000000,1.000000000000000000,1
2013-03-20,XY-WYW,26.740254815581917,2.466666666666670000,32.000000000000000000,1.000000000000000000,0
2015-10-05,XY-AZQ,61.678907879492215,1.833333333333330000,10.000000000000000000,1.000000000000000000,0
2011-06-13,XY-YCV,64.19688354482817,0.550000000000000000,27.000000000000000000,1.000000000000000000,1
2010-09-22,XY-SFN,64.40071774579208,6.233333333333330000,106.000000000000000000,4.000000000000000000,1
2014-12-03,XY-YJU,28.587279086072478,2.883333333333330000,7.000000000000000000,1.000000000000000000,0
2015-06-02,XY-SFN,66.24603361519192,1.600000000000000000,24.000000000000000000,1.000000000000000000,1
2010-02-27,XY-WYW,28.012690036036357,0.866666666666667000,8.000000000000000000,1.000000000000000000,0
2012-10-15,XY-YCV,25.715721828539106,3.850000000000000000,9.000000000000000000,1.000000000000000000,0
2013-07-31,XY-PGD,29.433888216066592,4.750000000000000000,75.000000000000000000,3.000000000000000000,0
2016-06-12,XY-YCV,27.695808964349208,0.383333333333333000,37.000000000000000000,1.000000000000000000,0
2015-11-28,XY-GOJ,24.404403532575447,1.933333333333330000,4.000000000000000000,1.000000000000000000,0
2013-09-20,XY-GOJ,24.494683113687575,3.750000000000000000,15.000000000000000000,1.000000000000000000,0
2015-07-18,XY-LOL,66.56894018171711,2.683333333333330000,19.000000000000000000,1.000000000000000000,1
2013-10-08,XY-OZX,22.24158771343618,7.733333333333330000,16.000000000000000000,2.000000000000000000,0
2014-07-24,XY-YBT,28.454571912927268,0.950000000000000000,3.000000000000000000,1.000000000000000000,0
2012-11-12,XY-NIO,24.394016944593048,0.433333333333333000,34.000000000000000000,1.000000000000000000,0
2010-02-27,XY-IOW,25.98883689639154,0.533333333333333000,28.000000000000000000,1.000000000000000000,0
2016-09-10,XY-GOJ,23.255793144538373,4.933333333333330000,64.000000000000000000,3.000000000000000000,0
2012-05-05,XY-IOW,29.513900705308302,2.916666666666670000,5.000000000000000000,1.000000000000000000,0
2011-06-20,XY-SHM,24.566976932818505,3.433333333333330000,34.000000000000000000,1.000000000000000000,0
2016-06-07,XY-AZQ,64.74953569040233,1.666666666666670000,20.000000000000000000,1.000000000000000000,1
2012-11-12,XY-BDC,24.049956658086057,5.116666666666670000,53.000000000000000000,3.000000000000000000,0
2012-05-02,XY-BDC,60.91692301189705,4.466666666666670000,32.000000000000000000,2.000000000000000000,1
2014-12-12,XY-NIO,28.978880532938035,1.350000000000000000,39.000000000000000000,1.000000000000000000,0
2016-06-12,XY-YJU,25.824295842803767,2.950000000000000000,3.000000000000000000,1.000000000000000000,0
2010-09-12,XY-BDC,26.527627910939202,2.750000000000000000,15.000000000000000000,1.000000000000000000,0
2013-07-31,XY-KWW,28.76805636250893,1.616666666666670000,23.000000000000000000,1.000000000000000000,0
2013-09-20,XY-YCV,23.81457913386923,1.400000000000000000,36.000000000000000000,1.000000000000000000,0
2015-10-11,XY-YJU,27.71976988680208,9.266666666666670000,44.000000000000000000,3.000000000000000000,0
2014-11-04,XY-YBT,27.222861504813075,2.916666666666670000,65.000000000000000000,2.000000000000000000,0
2015-10-11,XY-NIO,31.18149392360796,0.433333333333333000,34.000000000000000000,1.000000000000000000,0
2012-05-05,XY-WYW,26.63472783451754,1.550000000000000000,27.000000000000000000,1.000000000000000000,0
2015-07-17,XY-OQQ,24.527627910939202,2.816666666666670000,11.000000000000000000,1.000000000000000000,0
2015-10-06,XY-AZQ,64.6704863657839,0.516666666666667000,29.000000000000000000,1.000000000000000000,1
2012-05-05,XY-FFT,26.537468692577228,7.033333333333330000,58.000000000000000000,4.000000000000000000,0
2014-12-13,XY-LOL,61.79130313773131,1.933333333333330000,4.000000000000000000,1.000000000000000000,1
2015-11-28,XY-WYW,26.66164046575848,5.733333333333330000,16.000000000000000000,2.000000000000000000,0
2016-09-10,XY-WYW,26.289046331596303,2.516666666666670000,29.000000000000000000,1.000000000000000000,0
2012-10-15,XY-POE,24.737092483635976,4.250000000000000000,45.000000000000000000,2.000000000000000000,0
2014-07-24,XY-POE,25.897153245495517,0.583333333333333000,25.000000000000000000,1.000000000000000000,0
2015-06-01,XY-OQQ,26.766346333134745,5.233333333333330000,46.000000000000000000,2.000000000000000000,0
2012-06-18,XY-LOL,66.9984526984846,2.833333333333330000,10.000000000000000000,1.000000000000000000,1
2012-06-18,XY-LOL,66.9984526984846,2.833333333333330000,10.000000000000000000,1.000000000000000000,1
2012-05-05,XY-KWW,20.513013410996432,4.016666666666670000,59.000000000000000000,2.000000000000000000,0
2014-12-03,XY-BDC,26.788545333765786,3.650000000000000000,21.000000000000000000,1.000000000000000000,0
2012-05-05,XY-AZQ,28.858430363022368,3.633333333333330000,22.000000000000000000,1.000000000000000000,0
2016-07-29,XY-LOL,27.349741227024012,2.466666666666670000,32.000000000000000000,2.000000000000000000,0
2015-10-11,XY-POE,27.89977746035145,7.533333333333330000,88.000000000000000000,3.000000000000000000,0
2015-11-28,XY-AZQ,27.974783974969267,3.800000000000000000,12.000000000000000000,1.000000000000000000,0
2013-03-19,XY-SFN,25.73709248363598,2.400000000000000000,36.000000000000000000,1.000000000000000000,0
2012-03-08,XY-YCV,27.92882889851037,1.666666666666670000,20.000000000000000000,2.000000000000000000,0
2013-03-17,XY-YJU,25.849692353244034,3.716666666666670000,17.000000000000000000,1.000000000000000000,0
